LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
-1.131791e-02,-2.347368e-03,-2.246053e-02,-4.378158e-02,-5.978381e-01,-7.000000e-01,0.000000e+00,-2.000000e-01,4.588917e-03,-7.476842e-02,-7.571053e-03,-2.456316e-02,2.325290e-01,-0.000000e+00,8.000000e-01,4.000000e-01
-5.958963e-03,4.526316e-04,-2.696053e-02,-3.818158e-02,-4.542931e-01,-3.000000e-01,8.000000e-01,-5.000000e-01,5.118613e-03,-7.576842e-02,-8.571053e-03,-2.336316e-02,-4.809645e-02,-0.000000e+00,1.100000e+00,1.000000e-01
-7.914774e-03,-1.647368e-03,-2.496053e-02,-3.938158e-02,-9.170850e-01,-7.000000e-01,4.000000e-01,-7.000000e-01,7.264138e-03,-7.366842e-02,-9.071053e-03,-2.226316e-02,2.173467e-01,2.000000e-01,5.000000e-01,2.000000e-01
-9.512875e-03,-1.547368e-03,-2.546053e-02,-4.148158e-02,-5.249976e-01,-1.000000e-01,1.500000e+00,-9.000000e-01,6.228537e-03,-7.436842e-02,-9.871053e-03,-2.316316e-02,2.340207e-01,-3.000000e-01,1.400000e+00,7.000000e-01
-8.716044e-03,-1.447368e-03,-2.356053e-02,-4.088158e-02,-7.280364e-01,-5.000000e-01,3.000000e-01,-6.000000e-01,5.931273e-03,-7.466842e-02,-1.017105e-02,-2.336316e-02,1.470700e-01,2.000000e-01,4.000000e-01,1.000000e-01
-9.489939e-03,-1.547368e-03,-2.376053e-02,-4.178158e-02,-6.540647e-01,-5.000000e-01,8.000000e-01,-6.000000e-01,5.703705e-03,-7.496842e-02,-1.037105e-02,-2.346316e-02,3.410941e-01,-3.000000e-01,5.000000e-01,7.000000e-01
-9.590993e-03,-2.247368e-03,-2.296053e-02,-4.148158e-02,-7.623564e-01,-1.000000e+00,1.200000e+00,-4.000000e-01,5.834681e-03,-7.436842e-02,-1.067105e-02,-2.376316e-02,1.054033e-02,-3.000000e-01,1.900000e+00,5.000000e-01
-9.695072e-03,-2.147368e-03,-2.256053e-02,-4.178158e-02,-2.742831e-01,-5.000000e-01,3.000000e-01,0.000000e+00,6.041384e-03,-7.416842e-02,-1.077105e-02,-2.366316e-02,-4.301368e-02,-5.000000e-01,1.400000e+00,5.000000e-01
-9.330061e-03,-2.547368e-03,-2.246053e-02,-4.098158e-02,-9.670123e-01,-8.000000e-01,1.000000e+00,-8.000000e-01,5.984757e-03,-7.426842e-02,-1.077105e-02,-2.366316e-02,5.321978e-01,8.000000e-01,7.000000e-01,2.000000e-01
-1.004500e-02,-2.647368e-03,-2.226053e-02,-4.188158e-02,-7.326242e-01,-6.000000e-01,7.000000e-01,-6.000000e-01,5.765986e-03,-7.446842e-02,-1.057105e-02,-2.376316e-02,1.180969e-01,-3.000000e-01,1.000000e+00,5.000000e-01
-9.832894e-03,-2.647368e-03,-2.236053e-02,-4.158158e-02,-8.315925e-01,-9.000000e-01,3.000000e-01,-4.000000e-01,5.590707e-03,-7.446842e-02,-1.047105e-02,-2.396316e-02,4.606766e-02,-3.000000e-01,1.600000e+00,5.000000e-01
-1.027780e-02,-3.247368e-03,-2.176053e-02,-4.178158e-02,-7.559421e-01,-9.000000e-01,3.000000e-01,-3.000000e-01,5.684244e-03,-7.446842e-02,-1.057105e-02,-2.386316e-02,-1.495782e-03,-1.000000e-01,9.000000e-01,2.000000e-01
-1.017732e-02,-2.947368e-03,-2.186053e-02,-4.188158e-02,-9.174919e-01,-1.200000e+00,5.000000e-01,-3.000000e-01,5.558157e-03,-7.456842e-02,-1.067105e-02,-2.396316e-02,8.577646e-03,1.000000e-01,4.000000e-01,0.000000e+00
-9.776737e-03,-3.147368e-03,-2.136053e-02,-4.128158e-02,-1.331642e+00,-9.000000e-01,5.000000e-01,-1.100000e+00,6.074738e-03,-7.416842e-02,-1.037105e-02,-2.356316e-02,6.249905e-01,1.000000e-01,7.000000e-01,8.000000e-01
-1.040338e-02,-3.447368e-03,-2.226053e-02,-4.168158e-02,-1.013124e+00,-8.000000e-01,1.200000e+00,-9.000000e-01,5.760632e-03,-7.416842e-02,-1.047105e-02,-2.396316e-02,7.483030e-02,-3.000000e-01,0.000000e+00,3.000000e-01
-1.033039e-02,-3.547368e-03,-2.236053e-02,-4.148158e-02,-9.493827e-01,-7.000000e-01,1.200000e+00,-9.000000e-01,5.930451e-03,-7.386842e-02,-1.047105e-02,-2.396316e-02,1.801019e-01,2.000000e-01,8.000000e-01,2.000000e-01
-1.032579e-02,-3.447368e-03,-2.276053e-02,-4.148158e-02,-3.079193e-01,-0.000000e+00,1.500000e+00,-7.000000e-01,6.005262e-03,-7.416842e-02,-1.047105e-02,-2.366316e-02,2.094066e-01,-1.000000e-01,5.000000e-01,4.000000e-01
-1.046796e-02,-3.647368e-03,-2.286053e-02,-4.148158e-02,-6.848602e-01,-9.000000e-01,1.800000e+00,-5.000000e-01,5.936642e-03,-7.426842e-02,-1.037105e-02,-2.366316e-02,3.587129e-01,1.000000e-01,2.000000e-01,4.000000e-01
-1.095410e-02,-3.247368e-03,-2.326053e-02,-4.238158e-02,-1.424720e+00,-1.000000e+00,3.000000e-01,-1.100000e+00,5.938336e-03,-7.446842e-02,-9.971053e-03,-2.346316e-02,5.294061e-01,3.000000e-01,4.000000e-01,5.000000e-01
-1.052948e-02,-3.247368e-03,-2.346053e-02,-4.178158e-02,-9.447557e-01,-6.000000e-01,8.000000e-01,-9.000000e-01,5.905623e-03,-7.456842e-02,-1.017105e-02,-2.346316e-02,2.684115e-01,-3.000000e-01,1.100000e+00,7.000000e-01
